"","...1","date","EmployeeStatus","reviewer_id","rating_overall.2.11.","rating_workfamily","rating_culture","rating_diversity","rating_leadership","rating_opportunity","rating_compensation","review_pros","review_cons","ceo_approval","Company"
"700",1182,2020-09-11 08:40:29,TRUE,35850272,3,2,2,0,3,2,3,"Benefits are great\r\nSome of the people are very intelligent","Working hours, Pay, Understaffed, over worked, Executive team is too metric driven to a point where it may not even make sense","1","Advanced Micro Device"
"701",1183,2012-03-05 06:13:07,FALSE,1374507,4,3,0,0,3,2,3,"Well paying job where you can get lots of experience quickly","Company is constantly changing focus, making jobs unstable","0","Advanced Micro Device"
"702",1184,2012-11-05 09:20:32,TRUE,2110818,3,4,4,0,3,3,3,"Convenient, good work life balance","unclear roadmaps and not much motivation sometimes","0","Advanced Micro Device"
"703",1185,2013-08-30 15:07:03,TRUE,2996938,5,3,3,0,2,3,4,"Great Campus.  Some great people.","Questionable leadership.  May be loosing focus on the employees as the company changes.","1","Advanced Micro Device"
"704",1187,2019-01-01 17:47:24,FALSE,24015138,5,3,1,0,1,2,3,"Good pay, reasonable work\u002Flife balance.","Company culture needs improvement.  Change is slow and it seems when issues are brought up they fall on deaf ears.","0","Advanced Micro Device"
"705",1189,2011-01-14 10:21:58,FALSE,773728,5,5,0,0,5,5,5,"Very challenging and demanding workplace.","High pressure, high demand. Long Hours","0","Advanced Micro Device"
"706",1191,2012-08-16 11:32:57,FALSE,1853512,4,1,2,0,1,2,2,"coop-&gt;new hire-&gt; experienced engineer-&gt; competition\r\nIf you follow this track you will enjoy this company","mis management,  high expectations with low rewards as an employee","0","Advanced Micro Device"
"707",1192,2012-10-26 07:04:33,TRUE,2085448,3,5,4,0,3,5,4,"In good times takes good care of employees education and compensation needs.","25 years of continued spotty product planning.","0","Advanced Micro Device"
"708",1193,2013-09-12 16:41:32,TRUE,3045951,4,3,3,0,2,4,3,"Will get to learn a lot and own things.","Culture is not that great. Certain groups are really good but not all.","0","Advanced Micro Device"
"709",1194,2014-07-03 12:28:18,TRUE,4516742,4,4,5,0,3,3,3,"AMD has lots of freedom on work schedules.","Organization and product lines are in a little bit of a transition period now\u002F","1","Advanced Micro Device"
"710",1195,2014-10-23 21:16:56,TRUE,5236406,3,3,3,0,2,4,4,"Austin rocks, freedom to chose type of work","uncertainty about company's future, not consistently profitable, cultural decline","0","Advanced Micro Device"
"711",1198,2011-06-23 03:58:51,TRUE,992980,5,1,0,0,2,2,2,"challenges, tasks, work place, co-workers","Over time almost everyday- till 9pm!!.. Bad manager feedback, until ofcourse year end review!","0","Advanced Micro Device"
"712",1205,2012-10-26 09:18:49,FALSE,2085743,1,4,3,0,2,3,3,"Past-pace projects and culture; Nice and knowledgeable colleagues who is willing to help when you have questions\u002Fneed help.","Company seems lack direction;  not strong marketing;  seems to be in reaction mode to whatever Intel is doing.","0","Advanced Micro Device"
"713",1207,2014-11-13 17:47:06,TRUE,5376249,1,3,4,0,5,3,3,"This is a great place to start a career. \r\n\r\nI came straight out of college and worked with some extremely humble talented people that I've learned so much from.","Takes a while to get a promotion","1","Advanced Micro Device"
"714",1208,2015-10-29 10:30:32,FALSE,8475034,3,3,1,0,1,1,3,"City of Austin is a plus\r\nGreat gym\r\nSolid benefits\r\nDecent salary","Broken, fragmented, silo'd culture\r\nDisorganized and inefficient structure\r\nYears of leadership voids and subsequent management turnover have left the company without a clear direction or identity","0","Advanced Micro Device"
"715",1211,2019-06-14 19:44:53,TRUE,27414357,4,4,4,0,4,3,4,"Supportive of employees.  Tries to hire good talent and allow them to get things done.","Limited growth opportunities at the time due to limitation on companies ability to invest and their market share at the time.","1","Advanced Micro Device"
"716",1212,2009-07-07 17:26:17,TRUE,248877,3,3,0,0,4,3,3,"very technical, talented staff\r\ngood to be under-dog and compete with Intel\r\ngreat place to learn and grow\r\ngreat rotation program","some mis-executed projects allowed Intel to catch up and advance too far now","0","Advanced Micro Device"
"717",1213,2012-08-11 17:52:07,TRUE,1835364,4,4,4,0,2,4,3,"get to work on cutting edge, innovative ideas accepted and encouraged, good work life balance","poor management, need to make money, should be more agile, need a vision","0","Advanced Micro Device"
"718",1214,2012-10-30 12:10:02,TRUE,2096201,3,2,3,0,4,4,4,"Folks are quite intelligent and amazing to work with.\r\nGood work ambience. You can see people work 24x7 out of interest. Lot of opportunities to learn","Unexpected LayOffs, no matter if you're a VP or an NCG","0","Advanced Micro Device"
"719",1222,2010-11-18 20:41:44,FALSE,719156,2,4,0,0,2,2,3,"Flexible work hours\r\nNice facilities\r\nfriendly people","Very political \r\nno real growth initatives","0","Advanced Micro Device"
"720",1223,2014-01-29 10:25:49,TRUE,3606890,2,3,2,0,2,2,3,"Good people, some interesting products and technologies","Lack of sound financials, not enough revenue stream to cover current costs","0","Advanced Micro Device"
"721",1224,2014-10-08 23:55:34,TRUE,5128599,4,4,1,0,1,2,2,"still there are good talent people","bad management and worst marketing\u002Fplatform team","0","Advanced Micro Device"
"722",1225,2015-07-14 09:12:23,TRUE,7220222,3,3,3,0,3,4,4,"Strong team, smart people, good technology","Inconsistent financial results, many powerful competitors with fat wallets","1","Advanced Micro Device"
"723",1228,2017-11-06 15:40:51,FALSE,17760546,3,0,0,0,0,0,0,"Very bright and creative leaders that rally around a common vision.  RTG gaming community is very strong.","No cons to report at this time","1","Advanced Micro Device"
"724",1229,2008-06-16 18:48:44,FALSE,24431,4,3,0,0,3,3,3,"They have offices in both the north & south areas of town, making the commute easy.","There were too many canceled projects.","0","Advanced Micro Device"
"725",1232,2012-12-17 07:54:42,TRUE,2213958,3,1,3,0,1,1,4,"Decent salary. Relatively competitive high tech work,","Management seems to have no idea what they are doing or which direction they want to take company to. No long term vision for the company. It was a great company at one point but now I don't see a good future (if any) for the company.","0","Advanced Micro Device"
"726",1233,2013-11-13 22:04:20,FALSE,3310087,2,1,1,0,1,2,3,"Not much except it's a big company to put on your resume.","Overworked and not recognized. Managers didn't know where the company's overall goals and direction were going.","0","Advanced Micro Device"
"727",1234,2015-02-25 21:11:20,TRUE,6000011,4,3,3,0,2,2,2,"flexible working hours.\r\nthey dont micro manage as long as you deliver","workforce are spread too thin","0","Advanced Micro Device"
"728",1235,2015-11-03 07:27:39,TRUE,8520812,2,4,4,0,4,4,4,"Exposure to advanced technology, variety in projects under right managers, well planned projects in right business units","Company's long term outlook not all flying colors","1","Advanced Micro Device"
"729",1236,2012-11-17 06:46:47,TRUE,2142300,1,4,2,0,1,2,4,"Lots of good technical people and challenging work.","Ongoing management churn with poor decisions, missed schedules, and frequent roadmap revisions. Software release processes are convoluted and failing.","0","Advanced Micro Device"
"730",1237,2013-01-30 21:02:43,FALSE,2328038,4,1,1,0,1,2,3,"I worked in the Austin office, and like most company offices in this city, it's an overall decent vibe and good office environment.","Working in the global lead sourcing department was a nightmare. The people who run the department were not only incompetent, they were all around horrible people from a personal perspective.","0","Advanced Micro Device"
"731",1238,2013-11-18 07:39:56,TRUE,3325522,4,4,3,0,2,3,5,"Amazing people, great products, exciting work","Terrible management, so much changing in the management structure with VPs coming in and leaving that no one in the upper management even seems to understand our business any more.","0","Advanced Micro Device"
"732",1239,2014-08-20 09:30:52,TRUE,4814287,2,3,4,0,1,3,3,"Good Products. Great Engineering thinking.","Lousy CFO. Messed up big time on acquisition and financing.  Everybody suffered for this terrible, mismanagement, hyprocritical CFO.","0","Advanced Micro Device"
"733",1241,2008-06-18 13:59:14,TRUE,27103,2,5,0,0,2,3,2,"Allows the employeees to learn. Work\u002Flife can be balanced","pay is less and no bonus has been give for over 2 years","0","Advanced Micro Device"
"734",1242,2014-04-21 21:38:22,TRUE,4097151,3,1,2,0,2,2,1,"amd is located in austin","management sucks, bonuses are virtually nonexistent, vacation policy is horrible","1","Advanced Micro Device"
"735",1243,2014-07-22 13:52:13,FALSE,4629214,3,2,2,0,1,3,3,"Not bad working environment,  overtime can be taxing.","Talent exodus. This company needs to stop being AMD university.","0","Advanced Micro Device"
"736",1244,2015-07-06 15:14:17,TRUE,7127238,3,5,2,0,2,3,1,"Very smart and experienced engineers who've solved the latest and greatest problems in the domain.","Very bad compensation compared to the market. Focus seems to be more to hire new employees than to retain existing ones.","1","Advanced Micro Device"
"737",1246,2017-04-14 16:30:48,TRUE,14637905,4,4,1,0,1,3,4,"Competitive salary, reasonable work-life balance.","Senior management hunkered-down to maintain status quo.\r\nCorporate culture of mediocrity and ultra conservative design targets\u002Fperformance and schedule.","0","Advanced Micro Device"
"738",1247,2019-08-18 12:06:36,TRUE,28696925,4,2,5,0,3,4,4,"The work culture and people are amazing. I always enjoy going into work everyday. You will feel like a team.","The work life balance can be difficult during busy season","1","Advanced Micro Device"
"739",1248,2020-08-20 23:20:18,TRUE,35129260,4,5,5,0,5,4,3,"The best things about AMD are its work culture and transparency. Seniors are very helpful and there is a very good work life balance.","They pay less compared to competitors.","1","Advanced Micro Device"
"740",1249,2013-03-25 19:44:32,TRUE,2500507,2,5,5,0,5,4,3,"-Opportunity to work on cutting edge technology.\r\n- Very knowledgable co-workers.\r\n-Well managed projects.\r\n-Company finally turning around and focusing on execution.","-Cash position not very good for turnaround.\r\n- Too many layoffs in the past two years.","1","Advanced Micro Device"
